Source,Transaction_Type,Weight
C121798652,barsandrestaurants,0.104424779
C121798652,fashion,0.365192582
C1221114448,barsandrestaurants,0.010619469
C1221114448,fashion,0.025677603
C1222389110,fashion,0.359486448
C122290547,barsandrestaurants,0.474336283
C122290547,fashion,0.05278174
C1223439629,barsandrestaurants,0.647787611
C1223439629,fashion,0.161198288
C1224153830,barsandrestaurants,0.267256637
C1224153830,fashion,0.496433666
C1224222502,barsandrestaurants,0.284955752
C1225533078,barsandrestaurants,0.438938053
C1225704566,barsandrestaurants,0.194690265
C1225704566,fashion,0.295292439
C1225717157,fashion,0.067047076
C1226558289,barsandrestaurants,0.107964602
C1226947303,barsandrestaurants,0.171681416
C1226947303,fashion,0.388017118
C1227773968,fashion,0.338088445
C1228152586,barsandrestaurants,0.180530973
C1228157206,barsandrestaurants,0.251327434
C1228157206,fashion,0.091298146
C12284077,fashion,0.436519258
C1229072215,fashion,0.09700428
C1229114783,fashion,0.161198288
C1229674572,barsandrestaurants,0.03539823
C1230747575,fashion,0.176890157
C1231572628,fashion,0.389443652
C1232356156,barsandrestaurants,0.214159292
C1232356156,fashion,0.359486448
C1232523772,barsandrestaurants,0.042477876
C1232725180,barsandrestaurants,0.334513274
C1232725180,fashion,0.057061341
C1233238493,barsandrestaurants,0.145132743
C1233238493,fashion,0.346647646
C1233360048,fashion,0.131241084
C1233405214,barsandrestaurants,0.040707965
C123366357,fashion,0.192582026
C1233802034,fashion,0.564907275
C1233811793,fashion,0.055634807
C1234264195,barsandrestaurants,0.276106195
C1234264195,fashion,0.459343795
C1234470601,barsandrestaurants,0.490265487
C1234470601,fashion,0.188302425
C1235359960,fashion,0.185449358
C123623130,barsandrestaurants,0.189380531
C123623130,fashion,0.031383738
C1236489588,barsandrestaurants,0.127433628
C1236489588,fashion,0.223965763
C1236503001,fashion,0.269614836
C1236509536,barsandrestaurants,0.240707965
C1236509536,fashion,0.084165478
C1236533874,fashion,0.156918688
C1237248073,fashion,0.108416548
C1237272991,barsandrestaurants,0.015929204
C1237272991,fashion,0.131241084
C1237476993,barsandrestaurants,0.054867257
C1237476993,fashion,0.004279601
C1237709469,barsandrestaurants,0.024778761
