Source,Transaction_Type,Weight
C1018783569,sportsandtoys,106
C1018783569,transportation,2802
C1018783569,wellnessandbeauty,72
C1018979501,barsandrestaurants,196
C1018979501,contents,5
C1018979501,fashion,38
C1018979501,food,251
C1018979501,health,448
C1018979501,hyper,19
C1018979501,sportsandtoys,482
C1018979501,tech,63
C1018979501,transportation,1956
C1018979501,wellnessandbeauty,104
C1019071188,barsandrestaurants,64
C1019071188,contents,38
C1019071188,fashion,247
C1019071188,food,386
C1019071188,health,182
C1019071188,hotelservices,127
C1019071188,hyper,22
C1019071188,transportation,2628
C1019071188,travel,645
C1019678929,barsandrestaurants,14
C1019678929,fashion,83
C1019678929,food,171
C1019678929,health,227
C1019678929,hyper,140
C1019678929,otherservices,17
C1019678929,tech,851
C1019678929,transportation,2679
C1019678929,wellnessandbeauty,63
C1020019215,barsandrestaurants,34
C1020019215,fashion,301
C1020019215,health,1996
C1020019215,sportsandtoys,741
C1020019215,transportation,14
C1020019215,wellnessandbeauty,123
C102010508,barsandrestaurants,116
C102010508,fashion,183
C102010508,food,369
C102010508,health,309
C102010508,hyper,141
C102010508,sportsandtoys,135
C102010508,tech,60
C102010508,transportation,4105
C102010508,wellnessandbeauty,251
C1020192133,fashion,441
C1020192133,food,238
C1020192133,health,355
C1020192133,hotelservices,58
C1020192133,otherservices,203
C1020192133,tech,202
C1020192133,transportation,2730
C1020192133,wellnessandbeauty,464
C1020355960,fashion,54
C1020355960,food,532
C1020355960,health,156
C1020355960,hyper,258
C1020355960,transportation,4075
C1020355960,wellnessandbeauty,92
C1021409246,contents,179
C1021409246,fashion,35
C1021409246,food,76
C1021409246,health,170
C1021409246,hyper,66
C1021409246,transportation,4109
C1021409246,wellnessandbeauty,274
C1021896897,barsandrestaurants,102
C1021896897,fashion,220
C1021896897,health,2170
C1021896897,hyper,187
C1021896897,sportsandtoys,2012
C1021896897,transportation,316
C1021896897,travel,1455
C1021896897,wellnessandbeauty,168
C1022153336,barsandrestaurants,47
C1022153336,fashion,232
C1022153336,food,196
C1022153336,health,752
C1022153336,home,152
C1022153336,sportsandtoys,58
C1022153336,tech,33
C1022153336,transportation,3844
C1022153336,wellnessandbeauty,76
C1022530210,barsandrestaurants,54
C1022530210,fashion,67
C1022530210,food,151
C1022530210,health,91
C1022530210,hotelservices,765
C1022530210,hyper,62
C1022530210,sportsandtoys,1039
C1022530210,transportation,4116
C1022530210,travel,1301
C1022530210,wellnessandbeauty,669
C102256008,fashion,175
C102256008,food,428
C102256008,health,815
C102256008,home,289
C102256008,hyper,58
C102256008,sportsandtoys,71
C102256008,transportation,1797
C102256008,wellnessandbeauty,229
C1022713215,barsandrestaurants,61
C1022713215,food,251
C1022713215,health,570
C1022713215,hotelservices,78
C1022713215,hyper,24
C1022713215,sportsandtoys,289
C1022713215,transportation,3915
C1022713215,travel,1381
C1022713215,wellnessandbeauty,259
C102364766,barsandrestaurants,190
C102364766,fashion,195
C102364766,food,152
C102364766,hyper,69
C102364766,leisure,651
C102364766,sportsandtoys,638
C102364766,tech,3
C102364766,transportation,3342
C102364766,wellnessandbeauty,148
C1023694383,fashion,196
C1023694383,food,215
C1023694383,health,74
C1023694383,home,56
C1023694383,hyper,5
C1023694383,leisure,367
C1023694383,otherservices,77
C1023694383,sportsandtoys,203
C1023694383,transportation,2903
C1023694383,wellnessandbeauty,86
C1023803355,barsandrestaurants,21
C1023803355,fashion,16
C1023803355,food,203
C1023803355,health,168
C1023803355,transportation,4213
C1023803355,wellnessandbeauty,315
C1025104996,fashion,263
C1025104996,food,295
C1025104996,health,981
C1025104996,tech,43
C1025104996,transportation,3760
C1025104996,wellnessandbeauty,3
C10263180,barsandrestaurants,170
C10263180,fashion,32
C10263180,food,246
C10263180,health,167
C10263180,hyper,1
C10263180,transportation,3708
C10263180,wellnessandbeauty,223
C1027777422,barsandrestaurants,60
C1027777422,food,555
C1027777422,health,23
C1027777422,home,193
C1027777422,hotelservices,251
C1027777422,tech,154
C1027777422,transportation,3858
C1027777422,wellnessandbeauty,134
C1028143403,contents,60
C1028143403,fashion,77
C1028143403,food,593
C1028143403,health,1120
C1028143403,hyper,80
C1028143403,tech,37
C1028143403,transportation,3880
C1028143403,wellnessandbeauty,25
C1028995887,fashion,72
C1028995887,food,41
C1028995887,health,381
C1028995887,home,148
C1028995887,hotelservices,110
C1028995887,hyper,79
C1028995887,sportsandtoys,76
C1028995887,transportation,1692
C1028995887,wellnessandbeauty,384
C1029994689,barsandrestaurants,32
C1029994689,fashion,146
C1029994689,food,270
C1029994689,health,265
C1029994689,transportation,4289
C1029994689,wellnessandbeauty,259
C1030484150,barsandrestaurants,82
C1030484150,fashion,183
C1030484150,food,199
C1030484150,home,360
C1030484150,hyper,126
C1030484150,otherservices,160
C1030484150,tech,215
C1030484150,transportation,4029
C1030484150,wellnessandbeauty,155
C1030975170,contents,82
C1030975170,fashion,235
C1030975170,food,391
C1030975170,health,46
C1030975170,home,985
C1030975170,transportation,3742
C1030975170,wellnessandbeauty,228
C1031698099,contents,46
C1031698099,fashion,525
C1031698099,food,228
C1031698099,health,616
C1031698099,home,578
C1031698099,transportation,4443
C1031698099,wellnessandbeauty,112
C1032319289,fashion,130
C1032319289,food,355
C1032319289,health,1892
C1032319289,home,67
C1032319289,hotelservices,177
C1032319289,hyper,189
C1032319289,otherservices,186
C1032319289,sportsandtoys,11
C1032319289,tech,107
C1032319289,transportation,3837
C1032319289,wellnessandbeauty,116
C103240070,barsandrestaurants,26
C103240070,fashion,408
C103240070,food,243
C103240070,health,1321
C103240070,home,94
C103240070,hotelservices,185
C103240070,hyper,45
C103240070,otherservices,190
C103240070,sportsandtoys,50
C103240070,transportation,2885
C103240070,wellnessandbeauty,629
C1032715879,barsandrestaurants,294
C1032715879,fashion,217
C1032715879,food,50
C1032715879,hotelservices,94
C1032715879,hyper,151
C1032715879,transportation,4220
C1032715879,wellnessandbeauty,14
C1033416330,barsandrestaurants,59
C1033416330,fashion,174
C1033416330,food,305
C1033416330,health,558
C1033416330,hotelservices,113
C1033416330,tech,161
C1033416330,transportation,2745
C1033416330,wellnessandbeauty,22
C1033736586,barsandrestaurants,115
C1033736586,food,196
C1033736586,health,556
C1033736586,home,90
C1033736586,hyper,71
C1033736586,tech,87
C1033736586,transportation,3116
C1033736586,travel,1965
C1033736586,wellnessandbeauty,34
C1033848759,barsandrestaurants,19
C1033848759,fashion,200
C1033848759,food,232
C1033848759,home,81
C1033848759,hyper,58
C1033848759,sportsandtoys,218
C1033848759,transportation,3931
C1033848759,wellnessandbeauty,20
C1034685704,barsandrestaurants,44
C1034685704,food,366
C1034685704,health,415
C1034685704,hyper,119
C1034685704,tech,205
C1034685704,transportation,3099
C1034685704,wellnessandbeauty,483
C1035154937,health,1218
C1035154937,home,39
C1035154937,hotelservices,582
C1035154937,hyper,79
C1035154937,leisure,200
C1035154937,sportsandtoys,177
C1035154937,travel,1794
C1035154937,wellnessandbeauty,308
C1035222482,barsandrestaurants,99
C1035222482,food,119
C1035222482,health,265
C1035222482,hyper,12
C1035222482,transportation,3632
C1035222482,wellnessandbeauty,91
C1035581047,fashion,179
C1035581047,food,281
C1035581047,health,517
C1035581047,hyper,64
C1035581047,tech,308
C1035581047,transportation,4011
C1035666255,barsandrestaurants,27
C1035666255,fashion,136
C1035666255,food,413
C1035666255,health,49
C1035666255,hotelservices,19
C1035666255,transportation,3889
C1035666255,wellnessandbeauty,300
C1035681921,contents,111
C1035681921,food,380
C1035681921,health,438
C1035681921,hotelservices,139
C1035681921,tech,170
C1035681921,transportation,3976
C1035681921,wellnessandbeauty,81
C1036903280,barsandrestaurants,46
C1036903280,fashion,49
C1036903280,health,1625
C1036903280,home,7
C1036903280,hotelservices,393
C1036903280,hyper,7
C1036903280,otherservices,600
C1036903280,sportsandtoys,676
C1036903280,transportation,749
C1036903280,travel,392
C1036903280,wellnessandbeauty,337
C1037161656,barsandrestaurants,119
C1037161656,contents,50
C1037161656,fashion,80
C1037161656,food,243
C1037161656,health,303
C1037161656,hyper,155
C1037161656,sportsandtoys,150
C1037161656,transportation,3861
C1037161656,wellnessandbeauty,265
C1037622786,barsandrestaurants,158
C1037622786,hyper,319
C1037622786,sportsandtoys,739
C1037622786,transportation,3987
C1037622786,wellnessandbeauty,148
C1038215695,fashion,177
C1038215695,food,196
C1038215695,health,661
C1038215695,home,406
C1038215695,hotelservices,77
C1038215695,otherservices,314
C1038215695,sportsandtoys,279
C1038215695,tech,254
C1038215695,transportation,1363
C1038215695,travel,4241
C1038215695,wellnessandbeauty,391
C1038277619,food,17
C1038277619,health,450
C1038277619,hyper,169
C1038277619,leisure,288
C1038277619,otherservices,7
C1038277619,sportsandtoys,1060
C1038277619,tech,19
C1038277619,transportation,2321
C1038277619,travel,5468
C1038277619,wellnessandbeauty,182
C1038329920,barsandrestaurants,44
C1038329920,food,343
C1038329920,health,180
C1038329920,hyper,69
C1038329920,transportation,2995
C1038329920,wellnessandbeauty,248
C1038722314,barsandrestaurants,27
C1038722314,fashion,0
C1038722314,food,106
C1038722314,hotelservices,296
C1038722314,hyper,47
C1038722314,leisure,369
C1038722314,sportsandtoys,163
C1038722314,tech,49
C1038722314,transportation,3943
C1038722314,wellnessandbeauty,471
C1038733568,barsandrestaurants,232
C1038733568,fashion,90
C1038733568,food,308
C1038733568,health,433
C1038733568,hotelservices,168
C1038733568,transportation,3776
C1038733568,wellnessandbeauty,200
C1038879380,barsandrestaurants,68
C1038879380,fashion,137
C1038879380,food,33
C1038879380,health,85
C1038879380,home,1151
C1038879380,hotelservices,157
C1038879380,hyper,78
C1038879380,transportation,4238
C1038879380,wellnessandbeauty,114
C1038996959,barsandrestaurants,13
C1038996959,fashion,91
C1038996959,food,465
C1038996959,home,79
C1038996959,sportsandtoys,125
C1038996959,transportation,4476
C1038996959,wellnessandbeauty,101
C1039035065,barsandrestaurants,241
C1039035065,fashion,36
C1039035065,food,361
C1039035065,health,561
C1039035065,home,407
C1039035065,hyper,0
C1039035065,transportation,3829
C1039035065,wellnessandbeauty,175
C1039390058,barsandrestaurants,104
C1039390058,hotelservices,519
C1039390058,hyper,405
C1039390058,transportation,3925
C1039390058,wellnessandbeauty,117
C1039748502,barsandrestaurants,269
C1039748502,fashion,232
C1039748502,food,87
C1039748502,health,627
C1039748502,hyper,58
C1039748502,sportsandtoys,89
C1039748502,tech,150
C1039748502,transportation,3802
C103995111,barsandrestaurants,21
C103995111,fashion,118
C103995111,health,682
C103995111,leisure,76
C103995111,transportation,36
C103995111,travel,4746
C103995111,wellnessandbeauty,211
C1040272582,barsandrestaurants,103
C1040272582,fashion,217
C1040272582,food,335
C1040272582,health,535
C1040272582,hotelservices,49
C1040272582,hyper,114
C1040272582,transportation,4047
C1040272582,wellnessandbeauty,276
C1040303644,contents,14
C1040303644,fashion,33
C1040303644,food,229
C1040303644,health,162
C1040303644,otherservices,16
C1040303644,tech,240
C1040303644,transportation,4109
C1040303644,wellnessandbeauty,207
C1040405455,barsandrestaurants,50
C1040405455,fashion,345
C1040405455,food,116
C1040405455,health,906
C1040405455,home,117
C1040405455,hyper,125
C1040405455,sportsandtoys,267
C1040405455,transportation,2682
C1040405455,wellnessandbeauty,129
C1040980271,fashion,29
C1040980271,food,185
C1040980271,health,569
C1040980271,hyper,58
C1040980271,transportation,4188
C1040980271,wellnessandbeauty,88
C1043282651,barsandrestaurants,194
C1043282651,fashion,29
C1043282651,food,176
C1043282651,health,69
C1043282651,hyper,123
C1043282651,sportsandtoys,127
C1043282651,tech,274
C1043282651,transportation,3468
C1043282651,wellnessandbeauty,38
C1043677034,barsandrestaurants,101
C1043677034,food,400
C1043677034,health,183
C1043677034,home,82
C1043677034,hyper,123
C1043677034,sportsandtoys,24
C1043677034,transportation,3349
C1043677034,wellnessandbeauty,388
C104392148,barsandrestaurants,88
C104392148,fashion,10
C104392148,food,433
C104392148,health,1445
C104392148,sportsandtoys,73
C104392148,transportation,3443
C104392148,wellnessandbeauty,3
C1043944424,barsandrestaurants,24
C1043944424,contents,61
C1043944424,fashion,129
C1043944424,food,480
C1043944424,health,107
C1043944424,hotelservices,11
C1043944424,tech,238
C1043944424,transportation,3569
C1043944424,wellnessandbeauty,64
C1045214627,barsandrestaurants,51
C1045214627,fashion,129
C1045214627,food,579
C1045214627,health,279
C1045214627,hyper,91
C1045214627,transportation,3855
C1045214627,wellnessandbeauty,148
C1045324088,barsandrestaurants,14
C1045324088,fashion,176
C1045324088,food,153
C1045324088,health,767
C1045324088,hotelservices,241
C1045324088,hyper,73
C1045324088,sportsandtoys,113
C1045324088,transportation,2246
C1045324088,travel,910
C1045324088,wellnessandbeauty,726
C1045652139,barsandrestaurants,33
C1045652139,contents,24
C1045652139,fashion,60
C1045652139,food,431
C1045652139,health,671
C1045652139,hyper,41
C1045652139,sportsandtoys,235
C1045652139,transportation,3132
C1045652139,wellnessandbeauty,164
C1045850211,fashion,117
C1045850211,food,403
C1045850211,health,855
C1045850211,home,12
C1045850211,hotelservices,49
C1045850211,hyper,65
C1045850211,otherservices,105
C1045850211,tech,433
C1045850211,transportation,1893
C1045850211,travel,719
C1045850211,wellnessandbeauty,500
C1046896257,barsandrestaurants,219
C1046896257,fashion,23
C1046896257,food,23
C1046896257,health,1072
C1046896257,home,244
C1046896257,hotelservices,119
C1046896257,hyper,121
C1046896257,otherservices,111
C1046896257,transportation,2995
C1046896257,travel,869
C1046896257,wellnessandbeauty,649
C1047374909,barsandrestaurants,126
C1047374909,food,126
C1047374909,health,17
C1047374909,home,296
C1047374909,hyper,85
C1047374909,tech,58
C1047374909,transportation,4395
C1047374909,wellnessandbeauty,114
C1047521541,barsandrestaurants,31
C1047521541,food,186
C1047521541,health,91
C1047521541,hyper,99
C1047521541,sportsandtoys,152
C1047521541,tech,122
C1047521541,transportation,4253
C1047521541,wellnessandbeauty,218
C1048588440,fashion,25
C1048588440,food,380
C1048588440,health,512
C1048588440,hyper,45
C1048588440,transportation,3582
C1048694975,barsandrestaurants,30
C1048694975,food,303
C1048694975,health,56
C1048694975,tech,180
C1048694975,transportation,4083
C1048694975,wellnessandbeauty,133
C1049562739,barsandrestaurants,60
C1049562739,fashion,277
C1049562739,food,198
C1049562739,hotelservices,110
C1049562739,hyper,34
C1049562739,tech,261
C1049562739,transportation,3686
C1049562739,wellnessandbeauty,87
C1049957303,fashion,152
C1049957303,food,676
C1049957303,health,285
C1049957303,home,316
C1049957303,hyper,69
C1049957303,transportation,3386
C105013970,barsandrestaurants,258
C105013970,fashion,129
C105013970,food,29
C105013970,health,66
C105013970,home,656
C105013970,hotelservices,46
C105013970,hyper,192
C105013970,tech,162
C105013970,transportation,3511
C105013970,wellnessandbeauty,740
C1050458046,fashion,373
C1050458046,food,437
C1050458046,health,1057
C1050458046,home,279
C1050458046,hyper,225
C1050458046,leisure,331
C1050458046,sportsandtoys,1367
C1050458046,tech,38
C1050458046,transportation,3206
C1050458046,wellnessandbeauty,183
C1050663079,barsandrestaurants,72
C1050663079,fashion,106
C1050663079,food,390
C1050663079,health,525
C1050663079,hotelservices,27
C1050663079,hyper,68
C1050663079,transportation,4235
C1050663079,wellnessandbeauty,31
C1050807234,barsandrestaurants,331
C1050807234,fashion,16
C1050807234,health,19
C1050807234,hyper,169
C1050807234,transportation,3412
C1050807234,wellnessandbeauty,493
C1051356798,contents,57
C1051356798,fashion,120
C1051356798,food,259
C1051356798,health,437
C1051356798,hyper,43
C1051356798,sportsandtoys,237
C1051356798,tech,123
C1051356798,transportation,3777
C1051356798,wellnessandbeauty,298
C1051682954,barsandrestaurants,183
C1051682954,fashion,71
C1051682954,food,263
C1051682954,health,728
C1051682954,transportation,3762
C1051682954,wellnessandbeauty,55
C1051712338,barsandrestaurants,107
C1051712338,fashion,288
C1051712338,food,83
C1051712338,health,946
C1051712338,hyper,51
C1051712338,sportsandtoys,328
C1051712338,tech,83
C1051712338,transportation,4502
C1051712338,wellnessandbeauty,424
C1051985937,fashion,116
C1051985937,health,755
C1051985937,hotelservices,191
C1051985937,otherservices,152
C1051985937,sportsandtoys,101
C1051985937,wellnessandbeauty,250
C1053477622,barsandrestaurants,35
C1053477622,fashion,170
C1053477622,food,234
C1053477622,health,159
C1053477622,hyper,164
C1053477622,transportation,3973
C1053477622,wellnessandbeauty,341
C1054818236,barsandrestaurants,142
C1054818236,fashion,287
C1054818236,food,201
C1054818236,health,144
C1054818236,home,197
C1054818236,hyper,76
C1054818236,sportsandtoys,230
C1054818236,tech,267
C1054818236,transportation,4011
C1054818236,wellnessandbeauty,224
C1055164842,fashion,138
C1055164842,food,281
C1055164842,health,435
C1055164842,home,38
C1055164842,hotelservices,51
C1055164842,transportation,3794
C1055164842,wellnessandbeauty,393
C1055224400,barsandrestaurants,102
C1055224400,fashion,108
C1055224400,health,1463
C1055224400,hyper,47
C1055224400,otherservices,36
C1055224400,sportsandtoys,148
C1055224400,transportation,1745
C1055224400,wellnessandbeauty,204
C1056476734,barsandrestaurants,43
C1056476734,fashion,121
C1056476734,food,257
C1056476734,health,503
C1056476734,tech,170
C1056476734,transportation,4182
C1056476734,wellnessandbeauty,395
C1056640661,barsandrestaurants,1
C1056640661,fashion,248
C1056640661,food,452
C1056640661,hyper,24
C1056640661,transportation,3455
C1056640661,wellnessandbeauty,185
C1057259459,barsandrestaurants,101
C1057259459,contents,6
C1057259459,fashion,21
C1057259459,food,315
C1057259459,health,223
C1057259459,hyper,302
C1057259459,sportsandtoys,417
C1057259459,tech,182
C1057259459,transportation,3631
C1057259459,wellnessandbeauty,285
C1057285507,barsandrestaurants,11
C1057285507,fashion,37
C1057285507,food,62
C1057285507,home,28
C1057285507,hyper,30
C1057285507,sportsandtoys,46
C1057285507,transportation,4418
C1057285507,wellnessandbeauty,180
C1057813963,barsandrestaurants,44
C1057813963,fashion,234
C1057813963,food,620
C1057813963,health,2042
C1057813963,home,99
C1057813963,hyper,121
C1057813963,sportsandtoys,81
C1057813963,transportation,3200
C1057813963,travel,149
C1057813963,wellnessandbeauty,110
C1058213633,fashion,2
C1058213633,food,109
C1058213633,health,554
C1058213633,hotelservices,8
C1058213633,leisure,319
C1058213633,otherservices,56
C1058213633,sportsandtoys,285
C1058213633,transportation,2381
C1058213633,wellnessandbeauty,278
C105845174,barsandrestaurants,25
C105845174,hotelservices,344
C105845174,hyper,121
C105845174,otherservices,87
C105845174,transportation,2393
C105845174,wellnessandbeauty,487
C1058652489,fashion,495
C1058652489,food,143
C1058652489,hyper,1
C1058652489,tech,155
C1058652489,transportation,3867
C1058652489,wellnessandbeauty,2
C1058785965,barsandrestaurants,128
C1058785965,food,67
C1058785965,health,943
C1058785965,hyper,74
C1058785965,leisure,382
C1058785965,tech,60
C1058785965,transportation,1149
C1058785965,wellnessandbeauty,49
C1059534096,contents,66
C1059534096,fashion,129
C1059534096,food,274
C1059534096,hyper,343
C1059534096,tech,337
C1059534096,transportation,3728
C1059534096,travel,58
C1059534096,wellnessandbeauty,81
C1059874896,barsandrestaurants,127
C1059874896,fashion,111
C1059874896,food,488
C1059874896,hyper,12
C1059874896,tech,54
C1059874896,transportation,4211
C1059874896,travel,3277
C1060018471,barsandrestaurants,16
C1060018471,food,336
C1060018471,health,545
C1060018471,home,3
C1060018471,hyper,98
C1060018471,otherservices,74
C1060018471,sportsandtoys,177
C1060018471,tech,129
C1060018471,transportation,3794
C1060018471,wellnessandbeauty,46
C1060120913,barsandrestaurants,63
C1060120913,contents,42
C1060120913,food,437
C1060120913,health,84
C1060120913,transportation,3237
C1060120913,wellnessandbeauty,241
C1060270098,barsandrestaurants,73
C1060270098,food,81
C1060270098,health,854
C1060270098,hyper,124
C1060270098,leisure,260
C1060270098,sportsandtoys,853
C1060270098,transportation,3760
C1060270098,wellnessandbeauty,498
C1060470494,food,392
C1060470494,health,601
C1060470494,tech,107
C1060470494,transportation,3745
C106333716,barsandrestaurants,95
C106333716,fashion,151
C106333716,food,682
C106333716,health,450
C106333716,hyper,48
C106333716,transportation,3941
C106333716,wellnessandbeauty,78
C1063753312,barsandrestaurants,41
C1063753312,food,354
C1063753312,health,194
C1063753312,home,63
C1063753312,tech,51
C1063753312,transportation,3682
C1063753312,wellnessandbeauty,96
